categoryKey	familyId	effectType	familyParameters	familyStringArrayValues	sampleId	sampleLabel	sampleDescription	sampleValue	sampleParameters	sampleStatScale	sampleEffects	magnitude	selection	expectedEffectSummary	expectedStatusEffectId	expectedNotes	expectedStatus
attack	tacticSpellAmplify.thunder_bolt	tacticSpellAmplify	spellId=5		434	[Lv3] サンダーボルト強化	3ターン目にサンダーボルトの威力が2.8倍になる。	multiplier=2.8;triggerTurn=3				3	max	effectType=tacticSpellAmplify;param.spellId=5;value.multiplier=2.8;value.triggerTurn=3		level-table	standard
attack	tacticSpellAmplify.nuclear	tacticSpellAmplify	spellId=6		435	[Lv1] ニュークリア強化	1ターン目にニュークリアの威力が1.3倍になる。	multiplier=1.3;triggerTurn=1				1	min	effectType=tacticSpellAmplify;param.spellId=6;value.multiplier=1.3;value.triggerTurn=1		level-table	standard
attack	tacticSpellAmplify.nuclear	tacticSpellAmplify	spellId=6		437	[Lv3] ニュークリア強化	3ターン目にニュークリアの威力が2.8倍になる。	multiplier=2.8;triggerTurn=3				3	max	effectType=tacticSpellAmplify;param.spellId=6;value.multiplier=2.8;value.triggerTurn=3		level-table	standard
attack	spellCharges.triple	spellCharges			438	[3回] マジックアロー	マジックアローの使用回数の上限が3になる。	gainOnPhysicalHit=1;initialCharges=3;maxCharges=3;maxTriggers=1;regenAmount=1;regenCap=4;regenEveryTurns=10	spellId=0			10	min	effectType=spellCharges;param.spellId=0;value.gainOnPhysicalHit=1;value.initialCharges=3;value.maxCharges=3;value.maxTriggers=1;value.regenAmount=1;value.regenCap=4;value.regenEveryTurns=10		spellCharges-template	standard
attack	spellCharges.triple	spellCharges			447	[3回] パーティヒール	パーティヒールの使用回数の上限が3になる。	gainOnPhysicalHit=1;initialCharges=3;maxCharges=3;maxTriggers=1;regenAmount=1;regenCap=4;regenEveryTurns=10	spellId=13			10	max	effectType=spellCharges;param.spellId=13;value.gainOnPhysicalHit=1;value.initialCharges=3;value.maxCharges=3;value.maxTriggers=1;value.regenAmount=1;value.regenCap=4;value.regenEveryTurns=10		spellCharges-template	standard
attack	spellCharges.tacticExtra	spellCharges			448	[戦術] 魔法の使用回数増加	戦闘開始時の魔法の使用回数が1増加する。	initialBonus=1				1	min	effectType=spellCharges;value.initialBonus=1		spellCharges-bonus	standard
defense	tacticBarrier.physical	barrier	damageType=physical		449	[Lv1] 物理結界	物理ダメージを1回無効化する。	charges=1				1	min	effectType=barrier;param.damageType=physical;value.charges=1			auto
defense	tacticBarrier.physical	barrier	damageType=physical		453	[フィールド] 物理結界	物理ダメージを10回無効化する。	charges=10				10	max	effectType=barrier;param.damageType=physical;value.charges=10			auto
defense	tacticBarrier.magical	barrier	damageType=magical		454	[Lv1] 魔法結界	魔法ダメージを1回無効化する。	charges=1				1	min	effectType=barrier;param.damageType=magical;value.charges=1			auto
defense	tacticBarrier.magical	barrier	damageType=magical		458	[フィールド] 魔法結界	魔法ダメージを10回無効化する。	charges=10				10	max	effectType=barrier;param.damageType=magical;value.charges=10			auto
defense	tacticBarrier.breath	barrier	damageType=breath		459	[Lv1] ブレス結界	ブレスダメージを1回無効化する。	charges=1				1	min	effectType=barrier;param.damageType=breath;value.charges=1			auto
defense	tacticBarrier.breath	barrier	damageType=breath		463	[フィールド] ブレス結界	ブレスダメージを10回無効化する。	charges=10				10	max	effectType=barrier;param.damageType=breath;value.charges=10			auto
defense	tacticBarrierGuard.physical	barrierOnGuard	damageType=physical		464	[防御] 物理結界1回	防御時に物理ダメージを1回無効化する。	charges=1				1	min	effectType=barrierOnGuard;param.damageType=physical;value.charges=1			auto
defense	tacticBarrierGuard.physical	barrierOnGuard	damageType=physical		465	[防御] 物理結界2回	防御時に物理ダメージを2回無効化する。	charges=2				2	max	effectType=barrierOnGuard;param.damageType=physical;value.charges=2			auto
defense	tacticBarrierGuard.magical	barrierOnGuard	damageType=magical		466	[防御] 魔法結界1回	防御時に魔法ダメージを1回無効化する。	charges=1				1	min	effectType=barrierOnGuard;param.damageType=magical;value.charges=1			auto
defense	tacticBarrierGuard.magical	barrierOnGuard	damageType=magical		467	[防御] 魔法結界2回	防御時に魔法ダメージを2回無効化する。	charges=2				2	max	effectType=barrierOnGuard;param.damageType=magical;value.charges=2			auto
defense	tacticBarrierGuard.breath	barrierOnGuard	damageType=breath		468	[防御] ブレス結界1回	防御時にブレスダメージを1回無効化する。	charges=1				1	min	effectType=barrierOnGuard;param.damageType=breath;value.charges=1			auto
defense	tacticBarrierGuard.breath	barrierOnGuard	damageType=breath		469	[防御] ブレス結界2回	防御時にブレスダメージを2回無効化する。	charges=2				2	max	effectType=barrierOnGuard;param.damageType=breath;value.charges=2			auto
defense	endOfTurnHealing.party	endOfTurnHealing			471	[Lv1/3%] 全体回復	ターン終了時に味方全員のHPが3%回復する。	valuePercent=3				3	min	effectType=endOfTurnHealing;value.valuePercent=3			auto
defense	endOfTurnHealing.party	endOfTurnHealing			470	[100%] 全体回復	ターン終了時に味方全員のHPが100%回復する。	valuePercent=100				100	max	effectType=endOfTurnHealing;value.valuePercent=100			auto
defense	endOfTurnSelfHP.heal	endOfTurnSelfHPPercent			476	[+5%] 回復能力Lv1	ターン終了時に自分のHPが5%回復する。	valuePercent=5				5	min	effectType=endOfTurnSelfHPPercent;value.valuePercent=5			auto
defense	endOfTurnSelfHP.heal	endOfTurnSelfHPPercent			485	[+50%] 回復能力Lv10	ターン終了時に自分のHPが50%回復する。	valuePercent=50				50	max	effectType=endOfTurnSelfHPPercent;value.valuePercent=50			auto
defense	endOfTurnSelfHP.damage	endOfTurnSelfHPPercent			486	[-5%] HPダメージLv1	ターン終了時に自分のHPが5%減少する。	valuePercent=-5				5	min	effectType=endOfTurnSelfHPPercent;value.valuePercent=-5			auto
defense	endOfTurnSelfHP.damage	endOfTurnSelfHPPercent			495	[-50%] HPダメージLv10	ターン終了時に自分のHPが50%減少する。	valuePercent=-50				50	max	effectType=endOfTurnSelfHPPercent;value.valuePercent=-50			auto
defense	partyAttack.flags	partyAttackFlag			496	[敵対] 全てを攻撃	味方を攻撃する。	hostileAll=1				1	min	effectType=partyAttackFlag;value.hostileAll=1		flag	standard
defense	partyAttack.flags	partyAttackFlag			498	[吸血] 吸血抑制	吸血衝動を抑制する。	vampiricSuppression=1				1	max	effectType=partyAttackFlag;value.vampiricSuppression=1		flag	standard
defense	partyAttack.targets	partyAttackTarget			499	[敵対] 対吸血鬼	特定の味方（）を敵視する。	hostile=1	targetId=vampire			1	min	effectType=partyAttackTarget;param.targetId=vampire;value.hostile=1		flag	standard
defense	partyAttack.targets	partyAttackTarget			503	[保護] 特定対象C保護	特定の味方（）を保護する。	protect=1	targetId=special_c			1	max	effectType=partyAttackTarget;param.targetId=special_c;value.protect=1		flag	standard
defense	talent.stat	talentStat			504	[才能] HP	ステータスの才能補正が1.5倍になる。	multiplier=1.5	stat=maxHP			0.5	min	effectType=talentStat;param.stat=maxHP;value.multiplier=1.5		talent-table	standard
defense	talent.stat	talentStat			516	[才能] 罠解除	ステータスの才能補正が1.5倍になる。	multiplier=1.5	stat=trapRemovalScore			0.5	max	effectType=talentStat;param.stat=trapRemovalScore;value.multiplier=1.5		talent-table	standard
defense	incompetence.stat	incompetenceStat			517	[無能] HP	ステータスが機能しなくなる（無能化）。	multiplier=0.5	stat=maxHP			0.5	min	effectType=incompetenceStat;param.stat=maxHP;value.multiplier=0.5		talent-table	standard
defense	incompetence.stat	incompetenceStat			529	[無能] 罠解除	ステータスが機能しなくなる（無能化）。	multiplier=0.5	stat=trapRemovalScore			0.5	max	effectType=incompetenceStat;param.stat=trapRemovalScore;value.multiplier=0.5		talent-table	standard
defense	absent.stat	statFixedToOne			530	皆無: HP	ステータスが1に固定される。	valuePercent=0	stat=maxHP			0	min	effectType=statFixedToOne;param.stat=maxHP			auto
defense	absent.stat	statFixedToOne			542	皆無: 罠解除	ステータスが1に固定される。	valuePercent=0	stat=trapRemovalScore			0	max	effectType=statFixedToOne;param.stat=trapRemovalScore			auto
defense	actionOrder.shuffle	actionOrderShuffle			543	[行動順] シャッフル	味方の行動順序をシャッフルする。	enabled=1				1	min	effectType=actionOrderShuffle;target=party;result.shuffleActionOrder=true			auto
defense	equipmentSlots.additive	equipmentSlotAdditive			545	[+1] 装備枠	装備枠が1枠増加する。	add=1				1	min	effectType=equipmentSlotAdditive;value.add=1			auto
defense	equipmentSlots.additive	equipmentSlotAdditive			549	[+5] 装備枠	装備枠が5枠増加する。	add=5				5	max	effectType=equipmentSlotAdditive;value.add=5			auto
defense	equipmentSlots.multiplier	equipmentSlotMultiplier			550	[半減] 装備枠	スロット数が0.5倍になる。	multiplier=0.5				0.5	min	effectType=equipmentSlotMultiplier;value.multiplier=0.5			auto
defense	equipmentSlots.multiplier	equipmentSlotMultiplier			551	[2倍] 装備枠	スロット数が2.0倍になる。	multiplier=2				1	max	effectType=equipmentSlotMultiplier;value.multiplier=2			auto
defense	equipmentStatMultiplier.thin_sword	equipmentStatMultiplier	equipmentCategory=thin_sword		554	[1.01倍] 細剣装備性能	細剣装備のステータス効果が1.01倍になる。	multiplier=1.01				0.01	min	effectType=equipmentStatMultiplier;param.equipmentCategory=thin_sword;value.multiplier=1.01			auto
defense	equipmentStatMultiplier.thin_sword	equipmentStatMultiplier	equipmentCategory=thin_sword		570	[2倍] 細剣装備性能	細剣装備のステータス効果が2.0倍になる。	multiplier=2				1	max	effectType=equipmentStatMultiplier;param.equipmentCategory=thin_sword;value.multiplier=2			auto
defense	equipmentStatMultiplier.sword	equipmentStatMultiplier	equipmentCategory=sword		573	[1.01倍] 剣装備性能	剣装備のステータス効果が1.01倍になる。	multiplier=1.01				0.01	min	effectType=equipmentStatMultiplier;param.equipmentCategory=sword;value.multiplier=1.01			auto
defense	equipmentStatMultiplier.sword	equipmentStatMultiplier	equipmentCategory=sword		589	[2倍] 剣装備性能	剣装備のステータス効果が2.0倍になる。	multiplier=2				1	max	effectType=equipmentStatMultiplier;param.equipmentCategory=sword;value.multiplier=2			auto
defense	equipmentStatMultiplier.katana	equipmentStatMultiplier	equipmentCategory=katana		592	[1.01倍] 刀装備性能	刀装備のステータス効果が1.01倍になる。	multiplier=1.01				0.01	min	effectType=equipmentStatMultiplier;param.equipmentCategory=katana;value.multiplier=1.01			auto
defense	equipmentStatMultiplier.katana	equipmentStatMultiplier	equipmentCategory=katana		608	[2倍] 刀装備性能	刀装備のステータス効果が2.0倍になる。	multiplier=2				1	max	effectType=equipmentStatMultiplier;param.equipmentCategory=katana;value.multiplier=2			auto
defense	equipmentStatMultiplier.bow	equipmentStatMultiplier	equipmentCategory=bow		611	[1.01倍] 弓装備性能	弓装備のステータス効果が1.01倍になる。	multiplier=1.01				0.01	min	effectType=equipmentStatMultiplier;param.equipmentCategory=bow;value.multiplier=1.01			auto
defense	equipmentStatMultiplier.bow	equipmentStatMultiplier	equipmentCategory=bow		627	[2倍] 弓装備性能	弓装備のステータス効果が2.0倍になる。	multiplier=2				1	max	effectType=equipmentStatMultiplier;param.equipmentCategory=bow;value.multiplier=2			auto
defense	equipmentStatMultiplier.armor	equipmentStatMultiplier	equipmentCategory=armor		630	[1.01倍] 鎧装備性能	鎧装備のステータス効果が1.01倍になる。	multiplier=1.01				0.01	min	effectType=equipmentStatMultiplier;param.equipmentCategory=armor;value.multiplier=1.01			auto
defense	equipmentStatMultiplier.armor	equipmentStatMultiplier	equipmentCategory=armor		646	[2倍] 鎧装備性能	鎧装備のステータス効果が2.0倍になる。	multiplier=2				1	max	effectType=equipmentStatMultiplier;param.equipmentCategory=armor;value.multiplier=2			auto
defense	equipmentStatMultiplier.heavy_armor	equipmentStatMultiplier	equipmentCategory=heavy_armor		649	[1.01倍] 重鎧装備性能	重鎧装備のステータス効果が1.01倍になる。	multiplier=1.01				0.01	min	effectType=equipmentStatMultiplier;param.equipmentCategory=heavy_armor;value.multiplier=1.01			auto
defense	equipmentStatMultiplier.heavy_armor	equipmentStatMultiplier	equipmentCategory=heavy_armor		665	[2倍] 重鎧装備性能	重鎧装備のステータス効果が2.0倍になる。	multiplier=2				1	max	effectType=equipmentStatMultiplier;param.equipmentCategory=heavy_armor;value.multiplier=2			auto
defense	equipmentStatMultiplier.shield	equipmentStatMultiplier	equipmentCategory=shield		668	[1.01倍] 盾装備性能	盾装備のステータス効果が1.01倍になる。	multiplier=1.01				0.01	min	effectType=equipmentStatMultiplier;param.equipmentCategory=shield;value.multiplier=1.01			auto
defense	equipmentStatMultiplier.shield	equipmentStatMultiplier	equipmentCategory=shield		684	[2倍] 盾装備性能	盾装備のステータス効果が2.0倍になる。	multiplier=2				1	max	effectType=equipmentStatMultiplier;param.equipmentCategory=shield;value.multiplier=2			auto
defense	equipmentStatMultiplier.gauntlet	equipmentStatMultiplier	equipmentCategory=gauntlet		687	[1.01倍] 小手装備性能	小手装備のステータス効果が1.01倍になる。	multiplier=1.01				0.01	min	effectType=equipmentStatMultiplier;param.equipmentCategory=gauntlet;value.multiplier=1.01			auto
defense	equipmentStatMultiplier.gauntlet	equipmentStatMultiplier	equipmentCategory=gauntlet		703	[2倍] 小手装備性能	小手装備のステータス効果が2.0倍になる。	multiplier=2				1	max	effectType=equipmentStatMultiplier;param.equipmentCategory=gauntlet;value.multiplier=2			auto
defense	equipmentStatMultiplier.wand	equipmentStatMultiplier	equipmentCategory=wand		706	[1.01倍] ワンド装備性能	ワンド装備のステータス効果が1.01倍になる。	multiplier=1.01				0.01	min	effectType=equipmentStatMultiplier;param.equipmentCategory=wand;value.multiplier=1.01			auto
defense	equipmentStatMultiplier.wand	equipmentStatMultiplier	equipmentCategory=wand		722	[2倍] ワンド装備性能	ワンド装備のステータス効果が2.0倍になる。	multiplier=2				1	max	effectType=equipmentStatMultiplier;param.equipmentCategory=wand;value.multiplier=2			auto
defense	equipmentStatMultiplier.rod	equipmentStatMultiplier	equipmentCategory=rod		725	[1.01倍] ロッド装備性能	ロッド装備のステータス効果が1.01倍になる。	multiplier=1.01				0.01	min	effectType=equipmentStatMultiplier;param.equipmentCategory=rod;value.multiplier=1.01			auto
defense	equipmentStatMultiplier.rod	equipmentStatMultiplier	equipmentCategory=rod		741	[2倍] ロッド装備性能	ロッド装備のステータス効果が2.0倍になる。	multiplier=2				1	max	effectType=equipmentStatMultiplier;param.equipmentCategory=rod;value.multiplier=2			auto
defense	equipmentStatMultiplier.grimoire	equipmentStatMultiplier	equipmentCategory=grimoire		744	[1.01倍] 魔道書装備性能	魔道書装備のステータス効果が1.01倍になる。	multiplier=1.01				0.01	min	effectType=equipmentStatMultiplier;param.equipmentCategory=grimoire;value.multiplier=1.01			auto
defense	equipmentStatMultiplier.grimoire	equipmentStatMultiplier	equipmentCategory=grimoire		760	[2倍] 魔道書装備性能	魔道書装備のステータス効果が2.0倍になる。	multiplier=2				1	max	effectType=equipmentStatMultiplier;param.equipmentCategory=grimoire;value.multiplier=2			auto
defense	equipmentStatMultiplier.robe	equipmentStatMultiplier	equipmentCategory=robe		763	[1.01倍] 法衣装備性能	法衣装備のステータス効果が1.01倍になる。	multiplier=1.01				0.01	min	effectType=equipmentStatMultiplier;param.equipmentCategory=robe;value.multiplier=1.01			auto
defense	equipmentStatMultiplier.robe	equipmentStatMultiplier	equipmentCategory=robe		779	[2倍] 法衣装備性能	法衣装備のステータス効果が2.0倍になる。	multiplier=2				1	max	effectType=equipmentStatMultiplier;param.equipmentCategory=robe;value.multiplier=2			auto
defense	equipmentStatMultiplier.gem	equipmentStatMultiplier	equipmentCategory=gem		782	[1.01倍] 宝石装備性能	宝石装備のステータス効果が1.01倍になる。	multiplier=1.01				0.01	min	effectType=equipmentStatMultiplier;param.equipmentCategory=gem;value.multiplier=1.01			auto
defense	equipmentStatMultiplier.gem	equipmentStatMultiplier	equipmentCategory=gem		798	[2倍] 宝石装備性能	宝石装備のステータス効果が2.0倍になる。	multiplier=2				1	max	effectType=equipmentStatMultiplier;param.equipmentCategory=gem;value.multiplier=2			auto
defense	equipmentStatMultiplier.other	equipmentStatMultiplier	equipmentCategory=other		801	[1.01倍] その他装備性能	other装備のステータス効果が1.01倍になる。	multiplier=1.01				0.01	min	effectType=equipmentStatMultiplier;param.equipmentCategory=other;value.multiplier=1.01			auto
defense	equipmentStatMultiplier.other	equipmentStatMultiplier	equipmentCategory=other		817	[2倍] その他装備性能	other装備のステータス効果が2.0倍になる。	multiplier=2				1	max	effectType=equipmentStatMultiplier;param.equipmentCategory=other;value.multiplier=2			auto
defense	equipmentStatMultiplier.race_specific	equipmentStatMultiplier	equipmentCategory=race_specific		820	[1.01倍] 種族専用装備性能	race_specific装備のステータス効果が1.01倍になる。	multiplier=1.01				0.01	min	effectType=equipmentStatMultiplier;param.equipmentCategory=race_specific;value.multiplier=1.01			auto
defense	equipmentStatMultiplier.race_specific	equipmentStatMultiplier	equipmentCategory=race_specific		836	[2倍] 種族専用装備性能	race_specific装備のステータス効果が2.0倍になる。	multiplier=2				1	max	effectType=equipmentStatMultiplier;param.equipmentCategory=race_specific;value.multiplier=2			auto
defense	equipmentStatMultiplier.for_synthesis	equipmentStatMultiplier	equipmentCategory=for_synthesis		839	[1.01倍] 合成素材装備性能	for_synthesis装備のステータス効果が1.01倍になる。	multiplier=1.01				0.01	min	effectType=equipmentStatMultiplier;param.equipmentCategory=for_synthesis;value.multiplier=1.01			auto
defense	equipmentStatMultiplier.for_synthesis	equipmentStatMultiplier	equipmentCategory=for_synthesis		855	[2倍] 合成素材装備性能	for_synthesis装備のステータス効果が2.0倍になる。	multiplier=2				1	max	effectType=equipmentStatMultiplier;param.equipmentCategory=for_synthesis;value.multiplier=2			auto
defense	equipmentStatMultiplier.mazo_material	equipmentStatMultiplier	equipmentCategory=mazo_material		858	[1.01倍] 魔造素材装備性能	mazo_material装備のステータス効果が1.01倍になる。	multiplier=1.01				0.01	min	effectType=equipmentStatMultiplier;param.equipmentCategory=mazo_material;value.multiplier=1.01			auto
defense	equipmentStatMultiplier.mazo_material	equipmentStatMultiplier	equipmentCategory=mazo_material		874	[2倍] 魔造素材装備性能	mazo_material装備のステータス効果が2.0倍になる。	multiplier=2				1	max	effectType=equipmentStatMultiplier;param.equipmentCategory=mazo_material;value.multiplier=2			auto
defense	breath.variant	breathVariant			875	[戦術] ファイヤーブレス	ブレスの使用回数が1増加する。	extraCharges=1	variant=fire			1	min	effectType=breathVariant;param.variant=fire;value.extraCharges=1		variant	standard
defense	breath.variant	breathVariant			877	[戦術] サンダーブレス	ブレスの使用回数が1増加する。	extraCharges=1	variant=thunder			1	max	effectType=breathVariant;param.variant=thunder;value.extraCharges=1		variant	standard
defense	breath.power	damageDealtMultiplier	damageType=breath		878	[ブレス強化] 小	ブレス攻撃で与えるダメージが1.2倍になる。	multiplier=1.2				0.2	min	effectType=damageDealtMultiplier;param.damageType=breath;value.multiplier=1.2		breath-boost	standard
defense	breath.power	damageDealtMultiplier	damageType=breath		881	[ブレス強化]	ブレス攻撃で与えるダメージが2.0倍になる。	multiplier=2				1	max	effectType=damageDealtMultiplier;param.damageType=breath;value.multiplier=2		breath-boost	standard
defense	status.inflict.confusion	statusInflict	statusId=1		882	[混乱付与] 小	攻撃時に10%の確率で敵を混乱状態にする。	baseChancePercent=10				10	min	effectType=statusInflict;param.statusId=1;value.chancePercent=10	1	status-table	standard
defense	status.inflict.confusion	statusInflict	statusId=1		884	[混乱付与] 大	攻撃時に30%の確率で敵を混乱状態にする。	baseChancePercent=30				30	max	effectType=statusInflict;param.statusId=1;value.chancePercent=30	1	status-table	standard
defense	berserk.trigger	berserk			885	[暴走] 5%	5%の確率で暴走状態になる。	chancePercent=5				5	min	effectType=berserk;value.chancePercent=5			auto
defense	berserk.trigger	berserk			889	[暴走] 25%	25%の確率で暴走状態になる。	chancePercent=25				25	max	effectType=berserk;value.chancePercent=25			auto
defense	procMultiplier.general	procMultiplier			890	[+20%] 発動率強化	すべての特殊効果の発動率が1.2倍になる。	multiplier=1.2				0.2	min	effectType=procMultiplier;value.multiplier=1.2		auto_removed	auto
defense	procMultiplier.general	procMultiplier			891	[+50%] 発動率強化	すべての特殊効果の発動率が1.5倍になる。	multiplier=1.5				0.5	max	effectType=procMultiplier;value.multiplier=1.5		auto_removed	auto
defense	reverseHealing.general	reverseHealing			892	[戦術] リバース・ヒーリング	通常攻撃は魔法回復量に応じた魔法攻撃に置き換わる。スキル行動では発動しない。	enabled=1				1	min	effectType=reverseHealing;trigger=onNormalAttack;result.replaceWith=reverseHealingMagicAttack;damageSource=magicalHealingScore;notOnSkillAction=true			auto
defense	specialAttack.specialA	specialAttack			893	[戦術] 特殊攻撃A	50%の確率で首狩りを発動する。	chancePercent=50	specialAttackId=specialA			50	min	effectType=specialAttack;param.specialAttackId=specialA;value.chancePercent=50		special-attack	standard
defense	specialAttack.specialB	specialAttack			894	[戦術] 特殊攻撃B	50%の確率で連続攻撃を発動する。	chancePercent=50	specialAttackId=specialB			50	min	effectType=specialAttack;param.specialAttackId=specialB;value.chancePercent=50		special-attack	standard
defense	specialAttack.specialC	specialAttack			895	[戦術] 特殊攻撃C	50%の確率で必殺を発動する。	chancePercent=50	specialAttackId=specialC			50	min	effectType=specialAttack;param.specialAttackId=specialC;value.chancePercent=50		special-attack	standard
defense	specialAttack.specialD	specialAttack			896	[戦術] 特殊攻撃D	50%の確率で会心の一撃を発動する。	chancePercent=50	specialAttackId=specialD			50	min	effectType=specialAttack;param.specialAttackId=specialD;value.chancePercent=50		special-attack	standard
defense	spellSpecificTakenMultiplier.fireball	spellSpecificTakenMultiplier	spellId=2		897	[耐性] ファイアーボール	ファイアーボールから受けるダメージが0.5倍になる。	multiplier=0.5				0.5	min	effectType=spellSpecificTakenMultiplier;param.spellId=2;value.multiplier=0.5			manual
defense	spellSpecificTakenMultiplier.fireball	spellSpecificTakenMultiplier	spellId=2		898	[無効] ファイアーボール	ファイアーボールから受けるダメージが0.0倍になる。	multiplier=0				1	max	effectType=spellSpecificTakenMultiplier;param.spellId=2;value.multiplier=0			manual
defense	spellSpecificTakenMultiplier.magic_arrow	spellSpecificTakenMultiplier	spellId=0		900	[耐性] マジックアロー	マジックアローから受けるダメージが0.5倍になる。	multiplier=0.5				0.5	min	effectType=spellSpecificTakenMultiplier;param.spellId=0;value.multiplier=0.5		prefix-mapped	standard
defense	spellSpecificTakenMultiplier.magic_arrow	spellSpecificTakenMultiplier	spellId=0		901	[無効] マジックアロー	マジックアローから受けるダメージが0.0倍になる。	multiplier=0				1	max	effectType=spellSpecificTakenMultiplier;param.spellId=0;value.multiplier=0		prefix-mapped	standard
defense	spellSpecificTakenMultiplier.blizzard	spellSpecificTakenMultiplier	spellId=3		903	[耐性] ブリザード	ブリザードから受けるダメージが0.5倍になる。	multiplier=0.5				0.5	min	effectType=spellSpecificTakenMultiplier;param.spellId=3;value.multiplier=0.5		prefix-mapped	standard
defense	spellSpecificTakenMultiplier.blizzard	spellSpecificTakenMultiplier	spellId=3		904	[無効] ブリザード	ブリザードから受けるダメージが0.0倍になる。	multiplier=0				1	max	effectType=spellSpecificTakenMultiplier;param.spellId=3;value.multiplier=0		prefix-mapped	standard
defense	spellSpecificTakenMultiplier.thunder_bolt	spellSpecificTakenMultiplier	spellId=5		906	[耐性] サンダーボルト	サンダーボルトから受けるダメージが0.5倍になる。	multiplier=0.5				0.5	min	effectType=spellSpecificTakenMultiplier;param.spellId=5;value.multiplier=0.5		prefix-mapped	standard
defense	spellSpecificTakenMultiplier.thunder_bolt	spellSpecificTakenMultiplier	spellId=5		907	[無効] サンダーボルト	サンダーボルトから受けるダメージが0.0倍になる。	multiplier=0				1	max	effectType=spellSpecificTakenMultiplier;param.spellId=5;value.multiplier=0		prefix-mapped	standard
defense	spellSpecificTakenMultiplier.nuclear	spellSpecificTakenMultiplier	spellId=6		909	[耐性] ニュークリア	ニュークリアから受けるダメージが0.5倍になる。	multiplier=0.5				0.5	min	effectType=spellSpecificTakenMultiplier;param.spellId=6;value.multiplier=0.5		prefix-mapped	standard
defense	spellSpecificTakenMultiplier.nuclear	spellSpecificTakenMultiplier	spellId=6		910	[無効] ニュークリア	ニュークリアから受けるダメージが0.0倍になる。	multiplier=0				1	max	effectType=spellSpecificTakenMultiplier;param.spellId=6;value.multiplier=0		prefix-mapped	standard
defense	runaway.magic	runawayMagic			912	[魔力暴走] 20%	一撃で最大HPの20%以上のダメージを受けた時、20%の確率で魔力が暴走する。周囲に魔法ダメージを与え、自身が混乱する。	chancePercent=20;thresholdPercent=20				20	min	effectType=runawayMagic;value.chancePercent=20;value.thresholdPercent=20		runaway-table	standard
defense	runaway.magic	runawayMagic			913	[魔力暴走] 30%	一撃で最大HPの30%以上のダメージを受けた時、25%の確率で魔力が暴走する。周囲に魔法ダメージを与え、自身が混乱する。	chancePercent=25;thresholdPercent=30				30	max	effectType=runawayMagic;value.chancePercent=25;value.thresholdPercent=30		runaway-table	standard
defense	runaway.damage	runawayDamage			914	[ダメージ暴走] 20%	一撃で最大HPの20%以上のダメージを受けた時、20%の確率でダメージが暴走する。周囲に物理ダメージを与え、自身が混乱する。	chancePercent=20;thresholdPercent=20				20	min	effectType=runawayDamage;value.chancePercent=20;value.thresholdPercent=20		runaway-table	standard
defense	runaway.damage	runawayDamage			915	[ダメージ暴走] 30%	一撃で最大HPの30%以上のダメージを受けた時、25%の確率でダメージが暴走する。周囲に物理ダメージを与え、自身が混乱する。	chancePercent=25;thresholdPercent=30				30	max	effectType=runawayDamage;value.chancePercent=25;value.thresholdPercent=30		runaway-table	standard
defense	extraAction.general	extraAction			916	[追加行動] 10%	10%の確率で行動回数が1回増加する。	chancePercent=10;count=1				10	min	effectType=extraAction;value.chancePercent=10			auto
defense	extraAction.general	extraAction			917	[追加行動] 30%	30%の確率で行動回数が1回増加する。	chancePercent=30;count=1				30	max	effectType=extraAction;value.chancePercent=30			auto
defense	reactionNextTurn.general	reactionNextTurn			919	[再行動] 次ターン+1	次のターンの行動回数が1回増加する。	count=1				1	min	effectType=reactionNextTurn;value.count=1			auto
defense	reactionNextTurn.general	reactionNextTurn			920	[再行動] 次ターン+2	次のターンの行動回数が2回増加する。	count=2				2	max	effectType=reactionNextTurn;value.count=2			auto
defense	sacrificeRite.general	sacrificeRite			921	[戦術] 古の儀(2T毎)	2ターンごとに味方1人を犠牲にして能力を強化する。	everyTurns=2				2	min	effectType=sacrificeRite;value.everyTurns=2			auto
defense	sacrificeRite.general	sacrificeRite			922	[戦術] 古の儀(3T毎)	3ターンごとに味方1人を犠牲にして能力を強化する。	everyTurns=3				3	max	effectType=sacrificeRite;value.everyTurns=3			auto
defense	retreatAtTurn.general	retreatAtTurn			925	[即時離脱] 50%	50%の確率で撤退する。	chancePercent=50				50	min	effectType=retreatAtTurn;value.chancePercent=50			auto
defense	retreatAtTurn.general	retreatAtTurn			924	[戦線離脱] 15ターン	15ターン目に撤退する。	chancePercent=100;turn=15				100	max	effectType=retreatAtTurn;value.turn=15;value.chancePercent=100			auto
defense	specialAttack.specialE	specialAttack			926	[戦術] 特殊攻撃E	50%の確率で魔法攻撃を発動する。	chancePercent=50	specialAttackId=specialE			50	min	effectType=specialAttack;param.specialAttackId=specialE;value.chancePercent=50		special-attack	standard
defense	damageTakenPercent.physical	damageTakenPercent	damageType=physical		1500	[-1%] 物理被ダメ補正	物理攻撃で受けるダメージが1%減少する。	valuePercent=-1				1	min	effectType=damageTakenPercent;param.damageType=physical;value.valuePercent=-1			auto
defense	damageTakenPercent.physical	damageTakenPercent	damageType=physical		927	[-99%] 物理被ダメ補正	物理攻撃で受けるダメージが99%減少する。	valuePercent=-99				99	max	effectType=damageTakenPercent;param.damageType=physical;value.valuePercent=-99			auto
